Frontal-lh_Frontal-lh,Frontal-lh_Frontal-rh,Frontal-lh_Insula-lh,Frontal-lh_Insula-rh,Frontal-lh_Occipital-lh,Frontal-lh_Occipital-rh,Frontal-lh_Parietal-lh,Frontal-lh_Parietal-rh,Frontal-lh_Temporal-lh,Frontal-lh_Temporal-rh,Frontal-rh_Frontal-lh,Frontal-rh_Frontal-rh,Frontal-rh_Insula-rh,Frontal-rh_Occipital-lh,Frontal-rh_Occipital-rh,Frontal-rh_Parietal-lh,Frontal-rh_Parietal-rh,Frontal-rh_Temporal-lh,Frontal-rh_Temporal-rh,Insula-rh_Frontal-lh,Insula-rh_Frontal-rh,Insula-rh_Insula-rh,Insula-rh_Occipital-lh,Insula-rh_Occipital-rh,Insula-rh_Parietal-lh,Insula-rh_Parietal-rh,Insula-rh_Temporal-lh,Insula-rh_Temporal-rh,Occipital-lh_Frontal-lh,Occipital-lh_Frontal-rh,Occipital-lh_Insula-lh,Occipital-lh_Insula-rh,Occipital-lh_Occipital-lh,Occipital-lh_Occipital-rh,Occipital-lh_Parietal-lh,Occipital-lh_Parietal-rh,Occipital-lh_Temporal-lh,Occipital-lh_Temporal-rh,Occipital-rh_Frontal-lh,Occipital-rh_Frontal-rh,Occipital-rh_Insula-lh,Occipital-rh_Insula-rh,Occipital-rh_Occipital-lh,Occipital-rh_Occipital-rh,Occipital-rh_Parietal-lh,Occipital-rh_Parietal-rh,Occipital-rh_Temporal-lh,Occipital-rh_Temporal-rh,Parietal-lh_Frontal-lh,Parietal-lh_Frontal-rh,Parietal-lh_Insula-lh,Parietal-lh_Insula-rh,Parietal-lh_Occipital-lh,Parietal-lh_Occipital-rh,Parietal-lh_Parietal-lh,Parietal-lh_Parietal-rh,Parietal-lh_Temporal-lh,Parietal-lh_Temporal-rh,Parietal-rh_Frontal-lh,Parietal-rh_Frontal-rh,Parietal-rh_Insula-lh,Parietal-rh_Insula-rh,Parietal-rh_Occipital-lh,Parietal-rh_Occipital-rh,Parietal-rh_Parietal-lh,Parietal-rh_Parietal-rh,Parietal-rh_Temporal-lh,Parietal-rh_Temporal-rh,Temporal-lh_Frontal-lh,Temporal-lh_Frontal-rh,Temporal-lh_Insula-lh,Temporal-lh_Insula-rh,Temporal-lh_Occipital-lh,Temporal-lh_Occipital-rh,Temporal-lh_Parietal-lh,Temporal-lh_Parietal-rh,Temporal-lh_Temporal-lh,Temporal-lh_Temporal-rh,Temporal-rh_Frontal-lh,Temporal-rh_Frontal-rh,Temporal-rh_Insula-rh,Temporal-rh_Occipital-lh,Temporal-rh_Occipital-rh,Temporal-rh_Parietal-lh,Temporal-rh_Parietal-rh,Temporal-rh_Temporal-lh,Temporal-rh_Temporal-rh,pId,label,Frontal-rh_Insula-lh,Insula-lh_Frontal-lh,Insula-lh_Frontal-rh,Insula-lh_Insula-lh,Insula-lh_Insula-rh,Insula-lh_Occipital-lh,Insula-lh_Occipital-rh,Insula-lh_Parietal-lh,Insula-lh_Parietal-rh,Insula-lh_Temporal-lh,Insula-lh_Temporal-rh,Insula-rh_Insula-lh,Temporal-rh_Insula-lh
-0.048433048433048395,0.01245791245791249,-0.28333333333333366,0.0,0.007407407407407335,0.13425925925925916,-0.12731481481481474,0.28111111111111114,0.18819444444444444,-0.07633744855967088,0.027893518518518623,-0.10185185185185189,0.0,0.1546296296296297,0.21388888888888896,-0.2074074074074077,0.20740740740740737,0.1967078189300412,-0.2074074074074077,-0.3111111111111109,-0.06574074074074077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0729629629629629,-0.2685185185185184,0.08086419753086423,0.0,0.2148148148148148,0.20555555555555527,-0.2944444444444445,0.0,0.0,-0.2191358024691359,0.02870370370370362,-0.22098765432098774,0.2685185185185186,0.0,0.0,0.0,0.0,0.03240740740740733,-0.23518518518518516,-0.25185185185185177,0.028571428571428532,0.05518518518518521,-0.3287037037037036,0.0,0.15462962962962978,0.1215277777777778,0.006481481481481366,0.0,0.14027777777777775,0.03666666666666664,0.05811965811965812,-0.00046296296296297057,-0.310185185185185,0.0,-0.021759259259259173,-0.11759259259259269,-0.0037037037037037646,0.0,0.16407407407407412,0.19126984126984126,-0.019753086419753058,0.04947089947089948,0.20925925925925926,0.0,0.25370370370370365,0.20740740740740726,0.0,0.20370370370370372,0.0,0.07160493827160486,0.06018518518518527,0.15370370370370373,0.0,0.27962962962962956,0.265432098765432,-0.20370370370370372,0.030555555555555725,-0.08827160493827162,0.0,10,al,,,,,,,,,,,,,
-0.10343915343915341,-0.10722222222222226,-0.25370370370370354,-0.06975308641975327,0.10370370370370371,-0.007407407407407307,-0.0398148148148148,-0.01388888888888884,0.03093681917211329,0.09232804232804234,0.08533950617283949,-0.04074074074074061,-0.1226851851851852,0.23425925925925922,0.3027777777777779,-0.3179012345679013,-0.2814814814814812,0.1082788671023965,0.18988603988603991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27222222222222237,-0.23055555555555574,-0.21296296296296302,0.2925925925925925,0.0,0.0,0.0,-0.20370370370370394,-0.04351851851851851,-0.18641975308641992,-0.22222222222222232,0.011111111111111016,0.0,0.24629629629629646,0.0,0.0,0.0,-0.248148148148148,0.0037037037037037646,0.13564814814814816,0.0,0.15679012345679005,-0.002083333333333298,-0.30925925925925923,-0.2129629629629628,0.3092592592592591,-0.23333333333333317,-0.32407407407407374,0.03333333333333344,0.2205387205387205,0.23555555555555552,0.06419753086419748,0.029124579124579168,0.2944444444444445,0.0009259259259258301,0.2499999999999999,0.35185185185185186,-0.0009259259259260522,-0.03333333333333327,-0.09259259259259262,0.12962962962962962,0.17808641975308634,0.30000000000000004,0.022222222222222143,0.0,-2.7755575615628914e-17,0.06234567901234559,0.00925925925925919,-0.04537037037037028,0.13611111111111093,-0.034814814814814896,-0.22283950617283957,-0.0745370370370371,-0.22777777777777786,-0.22037037037037055,-0.24999999999999978,0.22037037037037044,0.2685185185185185,0.038888888888888924,-0.14444444444444446,10,fa,-0.27407407407407414,-0.3018518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32345679012345707,0.0,0.0,0.0
-0.013888888888889117,0.052469135802469175,0.21666666666666679,0.0,0.21759259259259267,-0.2537037037037031,-0.09567901234567884,0.19753086419753085,-0.06700336700336713,0.0,0.040946502057613125,0.09462962962962959,-0.24814814814814812,0.11944444444444446,0.21111111111111114,0.022222222222221866,-0.16148148148148148,0.24074074074074087,0.27148148148148155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2592592592592593,-0.23703703703703738,0.08518518518518503,0.0,0.0,0.23518518518518505,0.0,0.0,0.0,0.0,-0.2148148148148148,-0.12345679012345685,0.10987654320987654,0.0,0.0,-0.2537037037037033,-0.2212962962962962,0.2407407407407406,0.0,0.0,0.015740740740740722,-0.15962962962962965,0.03227513227513228,0.22037037037037022,0.0,-0.24444444444444446,-0.22592592592592586,-0.13703703703703693,-0.26296296296296295,0.06913580246913598,-0.2611111111111113,-0.05666666666666671,-0.013425925925925813,0.0,0.23240740740740728,-0.011111111111111016,0.0,-0.14027777777777775,-0.21666666666666634,-0.24259259259259291,-0.17523148148148138,-0.16907407407407407,0.0004629629629628873,0.0,0.0,0.0,0.29814814814814816,-0.2425925925925927,0.24814814814814834,-0.20925925925925926,-0.21296296296296288,0.042592592592592515,-0.09074074074074068,0.12098765432098783,0.0,-0.24074074074074092,0.2435185185185187,-0.25092592592592616,0.0,-0.10336700336700338,11,al,0.0,0.30555555555555547,0.29629629629629606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.04537037037037034,-0.014197530864197493,0.0,0.0,0.0,0.0,-0.009259259259259356,-0.2611111111111113,0.21296296296296313,0.21944444444444447,-0.04722222222222209,0.06423001949317732,0.017592592592592604,0.22777777777777775,-0.004629629629629595,-0.0635802469135804,-0.005000000000000027,-0.10052910052910048,0.04109347442680778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2777777777777777,0.0,-0.26666666666666616,0.0,0.0,-0.17962962962962958,-0.36759259259259264,0.0,-0.0092592592592593,0.06790123456790136,-0.06882716049382721,0.0,0.2222222222222222,0.0,0.0,-0.3013888888888888,-0.35370370370370346,0.2222222222222222,0.25925925925925924,0.34814814814814826,0.31666666666666676,0.020370370370370233,-0.007160493827160464,0.0,0.0,-0.2064814814814815,-0.030952380952380953,0.20925925925925937,-0.21203703703703702,0.11064814814814816,-0.2133333333333333,0.01620370370370383,0.024537037037037045,0.2629629629629632,-0.13827160493827148,-0.20105820105820107,-0.03379629629629649,-0.249537037037037,0.13333333333333333,-0.18306878306878308,0.002436647173489266,0.24166666666666675,-0.02905982905982898,0.0,0.0,-0.18037037037037035,-0.2944444444444444,0.21851851851851867,-0.07222222222222237,0.04814814814814825,-0.19387464387464393,-0.0027777777777778234,-0.15040257648953292,0.561111111111111,-0.11703703703703709,-0.2148148148148148,0.054232804232804264,-0.027248677248677283,0.06339869281045755,-0.05358796296296292,11,fa,-0.2685185185185184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28611111111111115,0.0,0.0895061728395063
-0.04182098765432102,0.024999999999999953,0.3129629629629632,0.0,0.23333333333333317,0.14537037037037048,-0.24444444444444424,0.0,-0.2037037037037035,-0.2157407407407408,0.09129629629629624,0.2166666666666666,0.2148148148148148,0.10291005291005285,0.13991769547325103,0.0,0.06435185185185183,0.05308641975308633,0.2493827160493828,0.0,0.0,0.0,0.28148148148148155,0.0,0.2240740740740741,0.23518518518518516,0.0,0.23888888888888882,0.20185185185185206,-0.2222222222222222,0.0,0.016666666666666552,0.0,0.2759259259259259,0.0,0.12037037037037035,0.28703703703703703,0.17824074074074076,0.0,-0.13227513227513227,-0.24629629629629624,-0.23888888888888915,0.01851851851851849,0.08827160493827176,0.24814814814814812,0.33086419753086416,0.05987654320987675,0.27481481481481496,0.08000000000000003,0.09094650205761322,-0.20185185185185173,-0.0009259259259256636,-0.004938271604938334,0.0030864197530862856,0.25833333333333336,0.017129629629629523,-0.011574074074074153,-0.05802469135802487,0.045370370370370144,0.0642857142857143,0.0,0.22962962962962963,-0.02240740740740743,-0.07199074074074076,0.06172839506172845,-0.1234567901234568,-0.025555555555555606,-0.010526315789473648,0.07222222222222219,-0.2074074074074077,0.0,0.0,-0.11666666666666659,-0.24382716049382727,-0.2037037037037035,-0.25246913580246905,0.09444444444444451,-0.21851851851851856,-0.2783950617283952,-0.0561728395061728,-0.2166666666666669,-0.23666666666666672,-0.2812169312169311,0.06574074074074071,-0.024074074074074105,-0.25,-0.16608796296296308,12,al,-0.24259259259259291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22037037037037033,0.0,0.0,0.0,-0.26296296296296284
0.22870370370370352,5.551115123125783e-17,,,-0.032407407407407385,-0.2759259259259259,0.04111111111111101,-0.2231481481481482,-0.10518518518518527,-0.2660493827160493,-0.22222222222222232,0.022222222222221977,-0.20740740740740748,0.07283950617283948,0.13287037037037033,0.011111111111111183,0.159567901234568,-0.03888888888888895,0.19444444444444448,,,,,,,,,,-0.012962962962962898,0.1314814814814816,,,0.0,0.2129629629629627,0.0,-0.23888888888888848,0.0,-0.0744444444444446,-0.2314814814814814,-0.23981481481481481,,,0.21296296296296324,0.0,-0.09444444444444418,0.0,0.0,-0.29938271604938266,0.0820987654320988,0.026388888888889073,,,-0.015277777777777807,-0.028703703703703565,0.07129629629629632,0.07222222222222226,0.08703703703703707,0.11736111111111118,-0.020370370370370372,-0.05888888888888899,,,0.0,0.0,-0.02546296296296305,0.03962962962962948,0.21296296296296302,-0.2388888888888887,-0.057407407407407206,0.24259259259259258,,,-0.10740740740740733,-0.0435185185185184,-0.004629629629629373,0.28333333333333344,0.13518518518518505,0.012037037037036957,-0.08518518518518507,0.11458333333333329,,-0.1296296296296298,-0.09506172839506181,-0.0222222222222223,-0.0124999999999999,-0.07291666666666673,-0.11750841750841755,12,fa,0.20925925925925937,,,,,,,,,,,,
0.11414141414141404,-0.052314814814814814,-0.20555555555555527,0.0,0.2055555555555556,0.07222222222222216,0.13055555555555554,-0.07376543209876536,-0.11296296296296278,0.05370370370370372,0.0728395061728395,-0.018518518518518365,0.0,0.007777777777777861,0.017078189300411568,-0.0919753086419753,0.2287037037037037,0.23024691358024685,0.23750000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2314814814814814,0.22407407407407398,-0.00432098765432104,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07962962962962956,-0.0437037037037038,-0.0722222222222223,0.20462962962962983,0.0,-0.23148148148148118,0.0,0.0,0.25185185185185194,-0.08024691358024694,0.059788359788359724,-0.037962962962963004,,0.0,0.15074074074074065,0.15407407407407414,0.008333333333333415,0.008333333333333304,0.011111111111111183,0.09675925925925918,0.06225071225071218,0.07160493827160491,,0.0,0.10138888888888906,0.0,0.20925925925925914,-0.014351851851851727,0.24567901234567902,0.0,0.01666666666666669,-0.10343915343915344,,0.21574074074074107,0.2969135802469136,0.19490740740740745,0.08209876543209882,-0.27098765432098765,0.21111111111111114,-0.29111111111111126,0.09722222222222222,-0.09012345679012339,0.21111111111111114,0.22592592592592597,-0.023842592592592582,0.04481481481481477,0.0,0.2611111111111111,-0.24691358024691357,13,al,-0.23518518518518494,,,,,,,,,,,,
0.055555555555555615,0.01574074074074071,0.0,0.0,-0.03919753086419736,0.16388888888888886,0.005555555555555425,-0.21296296296296302,-0.11898148148148155,-0.0037037037037036535,0.03194444444444433,0.004166666666666763,0.0,0.1393518518518519,-0.253703703703704,-0.06234567901234552,0.005092592592592676,0.07438271604938272,-0.13209876543209884,0.277777777777778,0.30925925925925946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29074074074074097,0.030555555555555614,0.0,0.0,0.0,0.20740740740740737,0.0,0.0,0.27777777777777757,0.24814814814814812,0.0,0.2212962962962962,0.0,0.0,0.0,0.26851851851851855,0.0,0.26296296296296295,0.0,0.07037037037037035,-0.0783950617283951,0.022839506172839426,-0.21296296296296258,0.0,0.0,0.0,0.0,-0.22222222222222232,-0.22962962962962963,0.28814814814814815,-0.02989417989417988,0.0009259259259259597,0.0,0.0,0.0,0.16111111111111115,-0.00493827160493826,-0.017037037037036983,0.0,0.16689814814814816,0.004320987654320929,-0.11620370370370367,0.0,0.0,-0.24722222222222234,0.0,0.0009259259259258301,-0.2611111111111112,-0.20925925925925926,-0.21481481481481524,0.22407407407407415,0.050308641975308745,0.0,-0.20370370370370372,0.0,-0.3222222222222222,0.005555555555555351,0.24907407407407406,0.0,13,fa,0.0,-0.22592592592592586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.03809523809523812,,0.2055555555555556,0.0544444444444445,-0.04999999999999997,0.19259259259259257,-0.1555555555555554,-0.0037037037037036813,-0.015046296296296308,0.0873456790123458,-0.09592592592592575,0.24814814814814823,0.017037037037037028,0.12777777777777774,-0.011111111111111084,-0.22777777777777786,-0.04666666666666652,0.15586419753086425,0.0,0.0,0.0,0.0,0.2666666666666665,0.2555555555555553,0.0,-0.312037037037037,0.0,0.38888888888888884,-0.21851851851851833,,0.0,-0.24074074074074048,-0.24814814814814823,-0.38333333333333286,0.024074074074074026,0.2513888888888889,0.2055555555555556,0.23518518518518527,-0.26111111111111174,,0.0,-0.21111111111111103,0.0,-0.20000000000000018,-0.21851851851851856,0.2300925925925926,0.0018518518518518268,-0.09831649831649836,-0.04170692431561993,,0.03240740740740744,-0.0696296296296296,0.07901234567901234,-0.08641975308641976,-0.12824074074074068,0.0895061728395062,-0.17222222222222242,0.25740740740740764,0.2148148148148149,,-0.2694444444444445,0.00833333333333336,-0.23395061728395072,-0.08299663299663299,0.014814814814814975,0.131604938271605,0.14421296296296293,-0.05407407407407412,0.14032921810699583,,-0.06604938271604928,-0.06296296296296294,0.12222222222222223,-0.28240740740740733,0.08962962962962953,0.2407407407407407,-0.12354497354497353,0.012037037037036985,0.00833333333333334,0.0,0.0,-0.23703703703703716,-0.033068783068783074,-0.12037037037037031,0.2523148148148147,-0.2858024691358026,14,al,,,,,,,,,,,,,
0.10023148148148144,0.12500000000000006,-0.2231481481481481,-0.20740740740740737,0.06425925925925922,0.07962962962962987,0.0,0.0,0.038065843621399115,0.0,-0.06345679012345672,-0.01388888888888889,-0.27222222222222214,0.2506172839506173,0.2250000000000002,0.2203703703703701,0.05925925925925927,0.020370370370370382,0.0,0.22592592592592564,0.2833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24907407407407423,0.0,0.0,0.0,0.3388888888888889,0.28888888888888886,0.25092592592592616,-0.24444444444444458,0.22592592592592584,0.11805555555555547,-0.26574074074074083,-0.22037037037037033,-0.3037037037037038,0.0,0.23888888888888882,-0.2037037037037035,0.0,0.0,0.22037037037037044,0.2283950617283952,0.0009259259259259411,-0.2407407407407407,0.0,0.0,-0.03888888888888879,-0.004629629629629511,0.012037037037037068,0.2037037037037034,-0.04938271604938275,0.0,-0.020370370370370462,0.0032407407407409883,0.0,0.0,-0.28518518518518543,-0.014814814814814892,-0.05987654320987675,-0.22222222222222232,-0.04285714285714278,0.0,-0.11203703703703691,-0.20740740740740737,0.0,0.21111111111111103,-0.23888888888888937,-0.008333333333333637,0.25,-0.15851851851851853,0.0,0.0,-0.09461279461279468,-0.13407407407407412,0.0,0.2314814814814814,0.22962962962962952,0.2138888888888889,0.0,-0.053703703703703656,0.20185185185185184,14,fa,-0.2370370370370367,-0.22592592592592564,0.0,0.0,0.0,0.32407407407407407,0.23518518518518516,0.0,0.23333333333333328,0.0,0.0,0.0,0.0
