FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
-0.49142183,0.41536705,-1.8404431,1.339905,0.81251031,-0.56799548,-1.2381186,-0.64609343,-0.010369272,-0.59497599,-1.3699331,-1.1499809,0.33562436,-2.4243193,-2.3152492,-0.14687476,-0.29820943,0.31287716,1.3980205,-0.73757071,0.77444889,0.87646595,0.96704242,-1.6086553,0.84276447,1.5356149,1.8034878,0.064385958,1.6743558,-0.82772647,2.0079439,1.1071219
-1.3161124,1.3947936,-2.7920681,1.3619387,0.1275934,-6.9392049,-2.0930202,-2.8678661,-0.83217812,-0.55506984,-2.3461118,-2.0473563,-0.85466529,-3.5581734,-3.0154342,-1.4301203,0.44765013,2.6917937,2.7288274,-1.0852282,0.93921886,0.94849643,1.2028561,-4.7053127,0.78211126,3.7452087,7.8428956,2.5267216,6.0410157,-2.2104726,4.5549923,1.3122793
-2.2406433,2.4120071,-5.4459687,1.8641128,0.80982607,-7.586565,-2.5584997,-2.2797818,-0.083923036,0.36351071,-3.5214979,-1.8641724,-0.97820132,-3.5192296,-3.6913082,-1.0579647,0.35328211,3.4700148,3.1955134,-3.5225446,1.4791993,1.4807932,1.9176886,-6.6805447,1.5463262,4.6708384,8.1004969,1.9884138,5.6658298,-2.9273232,6.0289705,2.6113455
-1.2922334,1.7200728,-3.6771943,0.97028578,0.018797744,-7.3802736,-1.7274293,-1.9777988,0.076326732,0.74304655,-3.0096191,-2.0530026,-1.9449517,-2.9602256,-3.4056617,-0.95368609,0.24965371,3.2476643,2.5195496,-3.8341163,3.1038563,1.4222973,2.7582315,-6.0758449,2.8244522,3.9700052,5.6816231,1.7952709,5.1797187,-3.1124805,5.0333515,2.0903163
-0.012615071,1.6538446,-1.8940429,1.7543517,0.54431185,-3.2057419,-1.3674023,-1.240171,-0.32943914,0.79210222,0.17612691,-2.0572247,-3.5385899,-1.9987716,-2.2550428,-1.3543548,-0.9534952,0.7563043,0.56933395,-4.458331,3.007856,-0.44208614,1.8489479,-6.0413249,3.5110978,3.0247501,4.9800116,1.3355919,5.8591375,-4.3854901,4.7213004,0.99905944
0.25915908,3.1721984,-0.70702178,3.1993814,1.7435557,-2.5870513,-3.286889,-1.7973505,-0.66745438,-0.55831214,3.881136,-1.9725565,-3.8263437,-1.4336472,-1.3962444,-2.1106429,-3.4343045,-2.3268022,-1.073691,-5.8386824,3.4818783,-0.98611692,2.3395986,-9.4891318,4.7430186,4.0392308,6.9925091,0.54429558,5.9729911,-3.7414174,5.6462954,1.2184209
-0.47566052,2.4235469,-0.22930622,2.2850077,1.4023919,-6.5196378,-3.8770098,-2.3742935,0.003894013,-0.76745487,1.9801919,-2.1281618,-1.4648332,-1.5495477,-1.9567801,-1.9621531,-2.2898587,-0.25930694,0.32075174,-3.5548239,4.0588065,0.88238724,2.647073,-11.214615,3.6142325,3.6931097,8.6020678,0.29011342,6.7261058,-5.3512082,5.1090419,1.9359377
-0.42085555,1.161953,1.6230901,1.6597561,-0.30134708,-8.7632252,-5.5070208,-4.7409467,-0.21754325,-4.1981629,-2.7122905,-3.7964193,0.62210707,-3.6006859,-3.2877024,-0.3872693,1.9797208,5.0577781,3.7673585,0.24043946,4.3876683,1.8822378,1.8541579,-4.3193927,2.1332346,1.9724785,7.5549057,1.5415436,7.7230382,-8.2863066,3.6765181,1.7011844
-0.39336935,1.7167941,1.9165597,2.1847105,-0.68247592,-11.161969,-7.4184844,-6.9317032,-1.8410147,-6.7193763,-4.6460229,-4.7308011,0.87077928,-4.4409527,-3.0901248,2.1462585,4.6521508,7.542241,5.5821507,1.6847411,4.7202809,1.6008045,1.3300829,-1.6269432,1.9912483,1.6192077,7.7616682,2.4782037,9.0711527,-10.517642,4.2528472,1.0789988
0.33115532,2.2883336,1.2747087,2.7633455,0.56233449,-8.0246505,-6.9182885,-6.3463771,-3.3355083,-5.8714034,-6.8911506,-5.8435578,-0.119721,-5.8096228,-5.5302224,-0.32503895,1.8870528,4.6036815,5.0255224,0.11465014,6.4900685,1.7067353,2.9605252,-5.2992953,4.5742598,3.4116341,11.132917,2.5190596,10.203785,-7.8257764,5.604397,0.68645008
