FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
-0.35527049,-0.89517531,-0.74133869,-0.06582917,-1.3182916,-0.0099725669,-1.2060243,-0.50868522,-0.54304851,-1.0792492,0.98518119,-0.38280476,0.80053443,1.0423698,2.6948028,2.9137854,3.0943524,-1.5676444,0.53428104,1.7673802,0.47778629,0.13640741,0.74546318,0.64553889,-1.1127246,0.37848583,-1.4519219,-2.0520236,-1.3312839,-1.2483068,-0.5114616,0.16468488
-1.7609363,-2.53991,0.097714639,-2.0139058,-3.6969525,-0.62568241,-1.6607137,-1.6895183,-1.7539072,-2.3184792,2.5516911,-0.22778117,0.38678486,2.385254,3.96414,3.4072997,4.8894379,-2.2687883,3.0631815,4.8296991,2.8167352,-0.090110503,0.99587775,3.6755804,-0.2272662,-1.3493374,-1.8463966,-0.60044857,-2.7232524,-1.8323672,-2.6086984,-1.2289463
-1.672322,-2.6600023,1.9758136,-2.8962046,-6.540815,-0.91101275,-2.4730528,-4.4988367,-4.6282411,-5.2120566,4.3709536,-2.6036952,-1.4076169,2.6246355,6.883545,5.6505495,8.365395,-5.4486507,5.7274109,8.1871827,3.7000674,-1.1922483,1.0142533,6.1107279,0.57042387,-2.9139392,-0.46222961,1.0335781,-1.5384368,-1.4364163,-3.7196114,-3.9991529
-0.14669411,-0.74971597,3.4721834,-1.2028298,-5.8097157,0.038257381,-2.4251919,-4.246411,-4.8611735,-5.5180167,4.3649947,-2.8880522,-1.434047,3.0821566,8.6112356,8.1656678,10.269991,-4.7156896,5.9744914,8.6163401,2.6503646,-1.3492069,-0.19174122,3.7768042,-2.7661916,-3.660338,-3.0785425,-3.798272,-1.7486094,-1.1328381,-2.8565002,-4.4427111
0.87819015,0.22730912,3.4418358,0.68454196,-3.6115853,1.2008914,-0.61125486,-2.7481738,-4.2557212,-3.6133163,1.7075437,-3.4552102,-1.4182869,0.26598964,4.3675206,5.1687056,7.1166577,-2.7728804,4.5445104,7.2224909,4.6922024,-1.265537,0.8093583,5.6475668,-2.1824544,-3.4749426,-4.8725444,-4.5860972,-2.1974563,-1.4459438,-1.7208818,-3.7430282
2.1379079,1.2575522,6.5861425,2.4487962,-2.5139729,2.5522494,0.49057846,-2.464456,-3.8303914,-4.0275736,-0.13626346,-4.4466101,-1.7361929,-1.7034259,0.39688279,0.9712835,2.8966337,-4.2340489,3.9227421,3.9167153,3.4964489,-1.2305433,1.175209,4.4447395,-1.0934798,-1.7356627,-2.3761126,-3.3752411,-0.23215812,0.9863472,-0.059395276,-2.4847018
1.2495906,0.60861096,4.1707228,2.0279131,-2.3009475,1.5581702,-1.1805033,-1.5933844,-2.7108548,-3.9490722,0.43099994,-3.3359752,-1.2478756,-0.28159208,2.8634305,3.0915518,4.530609,-2.2746573,3.7156192,4.4373175,2.1390658,-0.21865897,1.026094,1.364913,-2.7096131,-0.11232908,-2.5561926,-5.259622,-2.166199,0.04066319,0.074935604,-1.4327318
0.55760034,0.68433649,1.4371647,1.8560111,-1.290706,1.2770517,-0.86872463,-0.14756893,-1.1761226,-1.7583738,2.0086615,-2.88093,-1.7847281,-0.87650121,2.5931081,2.6399285,3.5103245,-4.9843539,2.3035951,3.4343721,2.4769715,0.1878288,2.192923,2.4070923,-2.1674786,1.4096649,-3.0203276,-5.3288307,-3.7382375,-0.78579174,0.06560642,-0.23357069
0.81034776,0.80878696,-1.8364932,2.0646481,-0.24331633,1.3814713,1.1640991,2.013088,-0.058145706,2.5851975,4.8270353,-2.2670993,-2.2463295,-1.7698837,2.0576314,0.93559316,1.0065554,-8.9988737,1.4475887,1.2689403,0.85994482,-0.18346453,1.5485577,1.4484042,-2.0785631,1.8736271,-1.917786,-3.9382244,-2.7381303,-0.80279136,0.55562425,0.42195085
1.2461273,1.0937063,-0.23876705,2.4895028,-0.4307687,1.2926341,0.1695533,1.9681177,0.031372535,1.3395108,4.0331333,-0.57291181,-1.3328094,0.06187084,1.8650991,-1.4433841,-0.26151972,-5.9941624,0.73010791,0.73376047,-0.26458098,-0.45681495,0.29281841,-1.3404724,-2.7596196,2.6027684,-1.1016939,-4.0343178,-1.4387555,0.093763942,1.2459444,0.38077971
1.4270646,0.886281,1.2734414,2.7519368,-1.7841145,0.7132574,-4.6489357,-0.33795186,-1.6469976,-4.9378656,0.96199693,-1.0078069,-0.16794628,2.8431825,6.5117414,2.3529413,5.3375419,-0.16567777,0.35371969,4.0797364,-0.97758169,-0.88201635,0.12444764,-3.8172529,-4.1532607,2.8567526,-0.65701303,-5.9772787,-1.2820362,-0.98323881,1.7451733,-0.79224393
2.3321878,1.6627797,-0.06919198,3.9472256,-1.0555161,0.72610371,-4.7075112,-0.56112203,-1.5288309,-4.6028376,-0.29010754,-2.3864896,-0.17677014,0.80009882,4.1022566,1.244236,3.435281,-3.1061961,0.55711833,2.1727007,-0.74952163,-0.054939493,1.6628372,-2.8620208,-2.8168735,3.8386744,0.93207541,-4.9883572,0.11587917,-0.72688237,3.0914064,0.062300007
1.4907259,0.92693033,-0.55038895,2.7971985,-1.1975833,0.16625648,-4.1677725,-1.2428017,-1.5085634,-4.3248236,-1.2546783,-3.4090279,-0.090785559,-1.3169546,0.24821714,-1.4581421,0.89720042,-5.097585,2.0536468,1.9038369,2.8165904,1.4988759,4.2252454,1.9701265,-0.10689769,4.1602152,0.65409371,-2.9683689,-0.48828754,-0.51642311,2.5997808,1.2901371
-0.11552115,-0.57121371,2.1625651,1.0349528,-3.9441619,0.43293281,-3.3063909,-2.4403609,-2.5430877,-6.0470274,-3.5514514,-4.8933108,-0.64313145,-3.171848,-2.2985905,-3.3805794,-0.41896685,-3.4452938,1.6212663,1.7729442,4.3229929,2.1882747,6.4700619,4.6955447,3.9867424,4.4791488,3.3683655,1.9094936,-0.69050352,0.30199731,1.5022936,1.2118619
-0.80895235,-2.0448705,2.2806456,0.40815642,-5.9453881,0.74321935,-3.4874887,-1.9937464,-2.1499194,-5.8809664,-1.5621656,-3.0790675,0.7794537,0.31449129,2.8731278,2.1570317,3.550284,-1.3702463,2.1298064,2.0118644,-0.55224995,1.9760805,3.8988374,-1.9166937,0.47527638,3.2036506,3.7436795,-0.35025424,-1.4279951,0.0020321469,0.56240195,1.4599654
-1.7396501,-3.361581,-0.80751335,-0.86270067,-6.0664589,-0.58200092,-3.3413829,-1.3819153,-1.3964971,-3.9627711,-0.43224288,-1.7451237,1.4679759,0.76198067,2.4311073,2.5083618,3.708774,-1.7902343,3.0135698,3.3510427,1.7312381,2.1942049,3.4338848,1.3074602,0.83065457,1.9725533,1.6934303,0.64748553,-2.7042802,-1.7197956,-0.60343916,1.4438622
-1.4184347,-3.4441281,0.56833675,-1.1142003,-6.2803412,0.56558545,-0.21087462,-1.003996,-1.4770527,-1.5192786,1.9979843,-1.6971221,1.5995021,0.6337264,3.6742768,4.2290959,5.0214641,-2.9405922,1.8544249,4.1227362,2.5655641,1.1715868,2.6509268,3.2206599,-0.81848195,0.12136623,-2.6181296,-2.5061769,-3.5595952,-2.1836116,-1.5269462,0.32172957
-1.2232605,-3.2856744,-1.2231851,-0.85405475,-6.131435,0.67473983,-0.46149397,-0.47818861,-1.0546968,-0.54139099,3.4053267,-0.95547613,3.1457805,2.3539055,7.3914372,8.9156039,8.3614796,-2.2856433,2.5499573,4.3536954,0.3840282,1.0638544,1.5433944,-0.2241124,-4.2363721,-0.39067805,-4.7332158,-6.6206804,-4.6658314,-3.282759,-1.7956586,0.30060729
