FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
1.1544805,2.2167093,-0.99330173,1.7891213,2.3595325,-2.2526758,0.90925584,1.4610563,-1.0043631,0.83201746,-2.1967411,-0.040918275,-1.5264355,-1.3504075,-3.2928868,-1.445903,1.3421629,-1.2434163,-2.1590955,-0.71041324,-2.8604953,-1.3196588,-0.11057376,-0.88670788,-1.2766402,2.0999556,2.9349235,-1.0124341,2.7024663,1.1311488,4.7535428,-0.0033108242
-0.75314206,0.058698042,-2.9093128,1.1662467,0.013445876,0.36120174,13.472903,3.2854405,-1.3744378,12.940656,-2.4910425,12.576462,0.097886909,-2.3517983,-11.046619,1.3254143,13.720988,3.5946808,-2.286661,1.8559743,-14.242081,-3.3875491,-6.226285,-17.380224,-2.3216536,-3.3205074,-0.80414616,9.6237213,-1.712145,3.1827936,1.3617838,-6.0307096
-0.81416784,0.020482399,-1.7798565,-1.5946521,-0.95211855,-5.1120046,10.389552,2.1029621,-0.55789955,10.809091,0.090433261,11.169672,1.0113792,1.4973894,-6.3444331,3.1167288,18.82996,8.4547498,-1.564684,8.7388011,-10.146043,-2.534543,-8.3812454,-9.160115,-10.50324,-4.8977851,-1.1627769,-4.0025871,-0.61751616,1.1409853,1.6451507,-8.8916767
-1.2315547,2.5060548,-4.2665487,-0.34176248,3.1730113,-5.7509926,9.7937496,5.1770244,2.9268222,9.1971045,-4.0263212,-2.6170587,1.1915566,1.539559,-9.559199,2.4568867,17.316909,8.506101,-1.2041823,5.2401152,-8.6163927,-2.6827787,-4.9049278,-2.2092108,-6.8149531,-3.1652325,-1.5785018,-1.2183254,-0.91808396,-4.9290815,4.7462229,-7.7360205
-5.0019982,-1.0121477,-11.44961,-0.82382777,3.8842724,-17.258751,12.330001,8.4285179,8.8991993,22.51608,-0.82236523,-3.4708803,4.5703777,8.4596978,-1.5309746,13.564331,27.940208,11.954286,-0.44830857,11.213193,-9.9474312,-0.94014852,-4.3992436,-17.785967,-20.796088,-2.0980402,-8.0871358,-18.725652,-4.2250586,-7.2224832,3.6352961,-1.3493605
-0.59536788,1.7476773,-2.7961075,-0.41511784,0.080539791,-4.1265028,6.6240712,1.8116409,0.2068977,5.7778993,-2.8150778,0.55406418,0.65446074,1.7933401,-8.1316895,3.6490531,18.364165,8.8309881,-0.8550182,6.7036293,-9.286203,-2.879643,-4.2089422,-3.634501,-5.6514508,-3.4203377,-0.88634108,-0.056691459,0.082386745,-2.6687903,2.9883289,-7.441369
-3.54987,-0.2122192,-8.392208,0.11340767,3.4337487,-11.329492,7.5547202,7.6951125,6.5217092,12.713253,-3.033378,-0.18743887,4.7329696,5.9534119,-3.0479619,8.6144447,20.627484,9.4065163,-1.4720728,6.137226,-10.440071,-1.1734413,-4.6341993,-14.311934,-13.595057,-1.1142871,-3.4571482,-9.9712734,-3.2315257,-3.1782402,4.5886101,-1.760808
-6.5278982,-0.84167309,-13.854459,-0.59651084,4.7378311,-12.898339,8.1989651,8.3456917,8.530008,16.275816,-6.0543197,4.7316549,9.0899165,7.3882573,-3.7004318,6.7306188,21.56038,10.455241,1.2418178,2.2907467,-10.901622,0.81504517,-3.4289917,-18.774294,-13.852197,0.34241397,-2.9469898,-11.011556,-4.1317224,-8.2121102,6.1695691,0.82912373
-6.0766493,-1.3888982,-13.619303,-1.4507715,2.1332578,-14.288138,7.7209167,7.7677843,7.5180596,17.536383,-2.1947884,12.579995,8.6301534,9.9927278,2.9975435,7.3523745,19.61989,7.9954045,-0.65857755,1.3093293,-11.63832,0.6817927,-4.7766383,-23.032079,-17.014892,0.69129382,-1.6671749,-16.086319,-0.97893956,-7.0422443,6.2549207,1.1318893
-0.9706252,3.4970497,-5.9486216,3.6671931,4.2513431,-1.2544945,5.1827167,8.2045263,2.921654,3.9561926,-7.7348752,8.0158971,2.6122297,-0.14381156,-9.9012684,-2.8982366,7.0489774,1.4654974,-4.0238038,-7.6721314,-14.401121,-1.878303,-2.542677,-16.858855,-0.38712933,2.9271261,6.1710509,6.6304256,4.078546,-1.465981,9.3500917,-1.8985991
-2.207739,4.3480022,-9.0545053,6.1487875,10.05686,-3.9653213,4.7131962,14.753596,7.6676131,5.1524189,-13.147207,-0.21234629,3.1104695,-3.3065133,-16.186008,-5.7395804,6.0188804,1.655761,-2.9986287,-7.2491827,-12.487872,1.1040264,1.3569609,-19.399884,-0.55289931,6.1935839,4.272878,5.0214631,4.2575208,-5.7475055,12.368372,4.0547886
-1.34081,7.0624775,-9.7325335,5.793923,10.569254,-6.2266111,2.6207219,13.716211,9.8413764,5.0644984,-12.401317,-3.6303656,4.2371381,-2.9093707,-14.800411,-6.8748447,4.9664515,1.8628337,-2.1255998,-5.0759547,-9.2494712,2.6874945,2.4967268,-15.184817,-4.2364244,7.0253342,3.4650013,-3.4522702,8.7885893,-13.684021,14.662964,6.0638153
0.66400431,6.1751974,-5.6180407,5.847185,8.0839502,-3.091414,7.4871354,12.479577,7.1863967,8.729182,-9.5930981,-2.8776406,3.1231434,-2.6902743,-11.514085,-5.0546645,4.7909774,-0.8144801,-5.1988119,-5.6803675,-12.593404,-1.4272303,-2.8540876,-14.719434,-4.3186788,2.8895034,3.1419324,1.4110473,6.613373,-4.6133252,12.387974,1.648447
-0.26746546,2.7012308,-5.3230589,4.6392205,5.8759543,-7.834204,9.0757974,8.1421332,4.8602533,14.768899,-6.0886376,4.031512,4.5220191,-0.85892597,-8.2816927,0.5494885,12.914658,2.1091816,-4.4726703,0.73448165,-13.175378,-1.1537723,-6.0402805,-17.601869,-12.711323,0.45989346,1.8209865,-7.1898903,1.2995682,4.1192557,8.9432039,-0.56858071
0.5401188,3.6336332,-3.7384885,4.072615,4.7193115,-3.9189511,9.6545063,5.9096821,1.6794918,11.240843,-7.3380873,6.1293319,3.6314637,-3.6473604,-14.167183,-3.7872522,9.2693702,0.96257359,-3.8163486,-2.9380921,-12.298432,-0.77127888,-4.6187157,-11.227584,-5.7490701,-0.097260704,3.8006577,1.7920263,1.8102454,4.0842817,8.5532332,-3.369296
0.51689412,3.9179974,-4.5865962,4.6017791,5.2847577,-4.6662756,7.3194131,8.1346457,0.85868711,6.4866131,-7.7326231,2.1105095,1.1350382,-3.2000451,-12.713104,-3.1046409,7.5213279,-0.83611825,-4.646581,-5.2035211,-8.1438701,-1.1671091,-1.8161014,-11.746173,-1.6763141,1.4076136,4.1139767,4.8612541,3.1831303,3.3602921,9.3439221,-2.9187945
0.28321609,2.744141,-4.7280092,3.8287551,5.0206919,-4.3018586,5.1327576,6.1231389,-2.0577539,3.2820917,-7.4103158,-2.0189615,-1.8756341,-1.9183391,-9.0564408,-2.2219954,6.9277087,-2.5159506,-5.1170407,-4.8590177,-6.2692923,-2.382345,0.77971947,-7.4346623,2.4802565,2.2752153,4.892025,7.8930325,2.1480201,5.4072645,8.832578,-3.8830106
0.18975187,3.3098929,-6.7816928,2.9157482,4.7137259,-9.0206316,3.2242475,3.1688308,-2.3488304,4.234651,-4.883033,-2.2632971,-2.5059504,0.79862059,-4.9888229,1.6361855,9.3409882,-0.90808581,-4.0270003,-0.80685422,-6.3801525,-2.064872,1.5764881,-4.1451113,-2.1451564,3.5678367,4.2967744,-0.69992851,2.4352553,2.0350577,9.6650172,-3.1396692
0.17102642,3.4398838,-6.957141,2.3367727,4.8839198,-9.5941612,4.8585015,4.8077329,-1.0963586,6.973974,-5.6660047,1.8870919,-0.62832315,0.36266201,-6.5561798,-0.23155551,9.2387864,0.9130587,-3.3717606,1.0365206,-8.1474636,-1.8067905,-0.53369711,-8.4312119,-5.8903916,3.5948428,4.7571395,-4.2700126,4.3703136,-0.10129687,10.695633,-1.0455247
-0.27945035,3.2485234,-7.375397,2.8139366,5.5777915,-9.9424835,1.3020807,5.5208176,-0.84869349,3.2372709,-9.322088,2.6871065,1.4926231,-1.9436145,-10.738834,-3.2802176,8.9940506,2.2150062,-1.3282891,1.9513713,-6.9447403,0.1574324,1.2054833,-8.5192861,-5.1540375,4.9687371,6.6062411,-4.5580366,4.8735171,0.47539559,11.98394,0.92383118
-1.9604875,1.9461949,-10.350568,1.3419013,4.7322609,-13.8911,2.1379497,2.8631826,0.90824681,9.1912274,-7.3049156,3.8601795,4.1025911,1.265711,-6.3926594,1.0290445,13.678524,3.9554375,-0.45093942,4.009695,-7.3228929,1.0811611,1.3001313,-13.508904,-11.007327,5.5439865,6.1940224,-12.701287,3.5155716,-1.0287756,11.179317,2.0835025
-1.1314917,2.2269982,-8.3411741,1.9671448,2.5542595,-10.499937,-1.6195433,-1.9355804,-1.9629415,3.6933977,-6.9621543,-0.022207705,2.7109872,1.0888234,-4.3897095,2.3150755,14.787334,4.940804,-0.14610343,4.9299729,-3.5497225,0.26922315,2.1149775,-11.933826,-6.9462716,4.1444761,6.894343,-8.3661997,3.2169374,1.3077,9.3348447,-0.69045357
-1.0016566,2.8996541,-8.5178952,3.4317054,2.9995785,-11.526235,0.52699449,0.9273229,-0.75683895,7.0328006,-7.6269213,-2.230489,1.97907,0.29950784,-5.423183,0.84314148,12.147841,4.1817543,-0.62246127,3.8556183,-1.9501754,0.68769039,2.5919288,-10.990754,-6.9323543,3.2690667,6.7629792,-8.3568934,3.598201,0.586702,8.4354152,-1.121129
0.010435793,4.538038,-6.8170815,5.0645727,4.6298405,-5.2089464,-1.2398725,3.8351361,-0.9595819,-1.8424066,-11.015606,-4.947485,0.30266704,-3.6989351,-11.533822,-2.6037936,9.1369646,3.1086572,0.43070178,1.8906794,-3.0322404,1.0707523,3.0589144,-12.007052,2.0170925,3.2778868,6.8761368,5.0341907,4.6456563,-1.2277165,8.9271837,-1.7209805
-2.3383164,2.0531634,-8.5897132,4.1128368,4.9522901,-1.4527509,0.902412,6.2762376,0.84653398,-0.46611372,-10.179868,-0.19962642,0.30827542,-2.8422202,-9.2027265,-0.95271975,11.522387,4.8325913,1.759432,3.2535157,-4.193711,1.6422172,1.8609136,-24.791336,3.879781,1.2591495,1.8653435,10.27589,2.3794522,-4.0347402,6.5243514,-1.2629416
