FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
1.2609637,-0.43321353,-0.92047243,-2.0185602,-2.4362587,-2.5052628,-2.3562875,-1.6087426,-0.00070049352,-0.99387228,-1.3458497,0.057655021,1.5400441,-1.4414952,-0.55239119,0.89780017,1.9044417,3.7620941,3.0839704,3.0715133,2.767271,1.4931527,0.96940326,1.3886279,0.20778794,-0.89521686,-0.64804272,-0.39754831,0.00064723275,-1.0578834,-2.1052572,-0.68831642
0.18357196,0.01714147,4.285718,-0.67834214,-0.14219994,-0.91316425,-1.9762719,-1.5207756,0.14634693,-2.1090148,-3.7831627,-1.7415443,-0.064635648,-6.3052048,-6.0027779,-4.8979031,-4.8616303,-6.2839275,-0.5279096,1.1178743,2.6857879,2.144496,2.8040423,5.2699569,4.222804,3.1281043,2.851005,4.1298579,5.6360992,2.9482507,-0.32131644,0.55871998
-3.1564246,-1.321178,4.1012827,-0.48531133,0.92783102,-3.2358317,-2.4119629,-1.2586932,-0.73311989,-3.0194361,-2.3459379,-3.101013,-3.1758565,-0.38666805,-4.3709275,-3.8104281,-4.731771,-13.253542,-2.4464236,5.0763255,4.258812,0.82918434,1.9419549,10.56694,6.3943047,3.7670065,3.7629016,4.846235,5.2182729,0.19291856,2.0065856,-0.6460391
-1.0079653,-1.2629815,-0.33558646,-1.7215887,-1.0932585,-3.7280747,-3.1402748,-3.1443211,-0.85181465,-4.5757474,-2.6943914,-3.2165443,-0.76537255,0.6262641,-3.3298659,-2.0726243,0.95478527,-5.581308,-0.20733417,8.9818366,4.6755405,2.5144725,1.5989663,9.2205566,4.4675907,0.78819757,1.9273512,1.6605564,5.0014014,-4.2777773,0.96842877,-0.379134
2.2115304,1.3069008,2.2946833,-1.1885864,-1.462094,-4.3152357,-2.4757544,-5.5651555,-1.9333775,-4.8368684,-2.1531535,-3.6194154,1.0701935,-1.5400812,-2.1198257,-1.530609,0.63254166,-3.6713879,0.90270429,4.7196826,2.6063255,1.1334416,2.0440342,4.9047832,2.9840546,0.71137099,1.8276916,1.8819479,9.5559083,-4.6217833,-0.58878135,0.83430135
-3.1907177,-2.2815504,0.37819461,-2.2225619,-0.81390992,-5.1010574,-3.5797206,-3.987411,-1.2095585,-3.4555811,-1.8659717,-2.1655231,-0.19727454,-0.36928324,-1.1845752,-1.6778298,0.39261056,-5.2045597,0.65404978,6.8251548,4.6251644,1.8762978,2.4427267,7.7306895,4.0990299,1.7344624,2.2799001,1.763056,5.4174734,-3.5641585,1.2426486,0.60977397
-0.29678507,-0.49220332,0.11492028,-2.6044108,-2.3413496,-7.1087561,-3.6925395,-6.4597425,-2.1120167,-4.8449994,-1.0544057,-2.7412416,1.5372485,1.4521304,0.44630788,0.66559195,3.5380313,-0.60201177,2.9672487,7.2190654,3.7983446,1.1928262,1.8260307,5.0653693,2.287201,0.74246675,1.1619045,0.688348,5.7534288,-5.6066315,-0.4081689,-0.091212114
4.02944,0.17957343,1.1611858,-4.1807149,-4.6008748,-8.008172,-4.3570059,-7.4185612,-1.6725494,-5.2073386,-2.2807239,-2.1818547,3.3891059,0.13606403,-0.30343237,1.5822448,6.4398038,4.5262414,4.1698318,7.6662121,3.028739,2.4702701,0.90689735,3.501742,0.65744234,-1.3436865,-0.23298617,0.59715304,2.7931869,-2.2761345,-2.8504189,-0.32069211
8.3858718,2.8925681,7.098961,-2.7216831,-3.9434773,-7.7323611,-3.0173734,-6.2722337,-1.8056562,-4.0613759,-1.7065043,-2.5652329,1.6207024,-1.5240593,-1.8777963,-0.7718198,2.1875826,-1.8516207,2.1771839,4.0271991,1.4968717,0.94172751,-0.19091302,3.8232735,1.3113451,-0.30211456,-0.0020312893,3.7088769,2.2459042,2.6499575,-3.482241,-0.73953676
9.1127695,2.8187335,6.5052844,-2.3391186,-3.8716465,-5.2618674,-1.338062,-4.7302662,-0.63322515,-2.5707845,-0.59367104,-1.5025905,0.8045187,-3.0388153,-2.8025762,-2.6682563,0.1711816,-4.5222929,0.17085345,2.5377518,0.82246099,1.5548019,-0.052432325,4.0728079,1.8370627,0.34842175,-0.35721212,3.8355898,2.0023187,3.7655862,-3.3885615,-0.68876925
7.2244282,1.4690031,5.5311347,-2.898284,-4.2256574,-4.3501965,0.71490208,-4.7723816,-0.66256372,-1.6151461,1.0200494,-1.3493468,0.61377254,-1.6624793,-1.6110824,-1.3834562,1.3299755,-4.9765612,-0.76850732,1.8045578,-0.4958297,1.0614537,0.30724008,3.0176671,1.5156456,-0.30673489,-1.1138386,3.3204218,4.0888143,3.0230908,-3.3154317,-0.5346679
4.5660875,-0.018472567,4.0843166,-2.8335058,-3.5088351,-2.5308314,2.1481622,-3.2547716,-0.16775346,-0.15048035,1.3907203,-0.82286323,0.82918455,-1.386759,-2.1430611,-2.531126,0.20510976,-4.9774907,-1.07446,0.43784764,-1.3646216,2.2904923,1.2060723,1.7939536,1.4684626,-0.47310907,-0.86129224,2.7704683,4.6824879,2.2020342,-2.0732075,0.097231682
0.25692787,-2.1328105,1.0767856,-3.0444499,-2.8907209,-1.3566078,2.4814173,-2.4114544,0.58006469,0.32710468,1.0347035,-0.49958879,1.7135266,-2.021818,-3.1005722,-3.1031685,0.3643223,-3.0611481,-0.14959297,1.0378442,-1.1446312,3.5356025,2.0227662,1.1152275,1.4788013,0.63628154,0.29183515,1.5074235,3.9749045,1.2385033,-0.677499,0.92000952
-4.5391126,-4.7509889,3.9979734,-4.301041,-2.7573436,-2.7932381,3.8593911,-3.1744707,-0.37058308,0.38583199,1.7456507,-1.1703266,-0.20052131,-1.7747604,-3.1045468,-2.1744998,-0.92624647,-5.7587358,-1.209842,0.77099287,-1.0626496,1.5947092,2.1340069,2.6319328,2.9580393,2.1688887,2.6798477,3.7643211,6.370945,4.9763422,-0.34139311,0.37141525
-3.5643246,-4.6668211,7.7422931,-5.0917497,-2.9447356,-4.0218911,3.7139472,-4.2578875,-1.6272306,-0.30931764,0.083378654,-3.0212837,-1.9009854,-3.7930764,-6.063717,-4.4479955,-2.1276316,-6.7033771,-2.0776455,2.7553782,0.084358226,1.417159,2.2521702,5.4195083,4.4968553,2.3769867,4.0090742,6.4949204,8.2770644,8.9227423,-1.1351925,-0.29098972
3.2674555,-0.44154475,8.6216703,-4.338292,-3.9879014,-5.3916762,1.3307657,-6.0188959,-2.8617347,-1.4092462,-1.2760733,-4.461696,-1.9934385,-4.5628162,-7.5598631,-5.2030728,-1.7713329,-5.2502762,-0.91246889,4.8397395,1.4521164,1.3577332,2.015485,6.3889928,4.4872877,2.1045841,3.6662549,6.6038315,8.4373896,6.7696084,-2.8286089,-1.0739928
5.4335085,0.12322834,5.8656565,-4.9358876,-5.7039478,-7.2498761,-0.57514453,-6.2691073,-2.5544152,-1.3246655,-0.53040945,-3.67618,-1.777523,-3.0866192,-4.854637,-2.1627064,1.5180984,-1.8305913,0.91685101,7.9988583,3.1944299,0.69634717,1.0352403,6.8975436,3.3334384,0.71726378,1.8166252,4.4458699,4.2271452,4.0571227,-3.6761693,-2.0693623
6.8465352,0.66277889,5.1765956,-4.3838094,-6.1455502,-6.3980725,-0.20225374,-5.5270541,-2.82896,-1.7362742,-0.32057872,-3.3704461,-2.4037414,-4.7176121,-3.9350758,-1.2345491,1.3844929,-0.89941971,1.6855527,7.6255479,3.7188401,0.25847946,1.0818044,6.4119764,3.1679261,0.076858753,1.5170553,3.7862145,3.0543048,3.402217,-3.2648933,-2.4888982
5.9626149,1.0666519,3.7538882,-2.9789339,-4.4601539,-5.2861518,-1.3515066,-4.602952,-2.8960094,-2.7806982,-1.6357659,-3.7079565,-3.2242392,-5.7042365,-4.5307483,-2.1939197,-0.35084421,-2.7191434,1.0553004,6.829011,4.6083543,1.247189,2.8352128,7.3865979,4.5456471,1.6433549,2.5631355,3.7104346,2.3509726,1.7662073,-0.9294284,-1.9718896
3.3290504,1.0655921,2.8020842,-0.78465022,-2.1945701,-1.888139,-1.9476644,-3.3518151,-3.0503113,-3.6122886,-4.4063715,-5.317766,-4.3169231,-6.2435748,-6.140214,-4.0752042,-1.6738194,-5.0926579,0.0037146735,6.1640296,4.2432074,1.6044536,4.3473928,7.3485824,5.7812324,4.0251767,3.8813363,4.079281,2.6601396,1.6738058,2.0429461,-0.95606182
5.3897719,3.5401644,5.6017738,2.1456322,0.0070595672,1.5231599,-1.0456755,-2.1879975,-3.7941984,-4.519789,-6.4842116,-7.2033105,-6.3060434,-7.8930068,-7.7182644,-6.3065691,-4.0091911,-7.2380277,-1.9056448,3.1146586,2.2778941,-0.22721553,3.8338565,5.5267915,5.9424492,5.3344721,5.1052221,5.452976,4.4231417,4.1325858,3.2974372,0.19009503
8.6855198,5.8216822,8.5361991,4.1090383,1.5948608,3.4195296,0.81974249,-1.4800476,-5.4173026,-5.3380937,-7.0613676,-9.2532044,-9.4361226,-9.9867515,-9.0108383,-7.4252914,-5.6418195,-9.2528595,-4.4191704,1.3540693,0.77737899,-2.0441923,2.340651,5.2911294,6.1587419,5.6312143,6.4911579,6.6969743,5.6376571,6.841139,4.3290576,1.2313151
8.1576855,5.9966921,9.8108884,4.5726781,3.1890445,3.2806622,2.9376556,-1.2970039,-6.3947633,-4.7811432,-5.5914138,-10.41576,-11.759638,-10.166504,-8.7718622,-7.8077445,-7.0611499,-11.3426,-6.9379587,-0.26399333,-0.21177746,-3.242147,2.0160857,5.4850585,6.5134382,6.2703643,6.9801173,7.4757295,8.4775582,7.4873925,5.2840114,2.1103911
7.7794347,6.3024444,10.29462,5.547264,4.0244766,5.0276603,3.8127373,0.12866938,-6.1259655,-3.0965154,-5.0570351,-10.037724,-13.124774,-9.6790339,-8.5190216,-8.7929428,-8.981266,-13.801828,-8.9193308,-2.1371257,-1.8033284,-4.2523314,2.0021119,4.446548,6.7363218,6.7579818,7.8135236,7.7092917,10.627004,6.5035993,6.4322017,2.3823261
10.430146,7.9974241,10.484998,6.3480794,3.6391388,4.972141,4.0944289,1.1167408,-5.7234216,-1.5327347,-2.6710273,-7.6776981,-13.824557,-7.6172257,-7.0944342,-7.9641604,-10.648875,-15.732574,-9.9644342,-3.835979,-2.7186695,-5.4736547,0.72964135,4.089511,6.3158309,6.143737,7.8201717,7.2127822,8.9013504,3.8583103,7.1508351,1.1741771
6.8889603,5.2860705,8.7220709,4.6848483,2.9891025,4.2118687,5.7550962,1.959854,-4.6030165,0.7970973,0.72305602,-4.960323,-12.491449,-5.8599408,-4.8826604,-6.4072996,-11.245422,-14.575934,-9.5027668,-4.8631515,-2.7687601,-4.7844696,0.46493168,3.4668435,5.5047058,4.8569387,7.3670631,6.0929918,6.6280184,3.8023292,6.5040181,0.23932777
1.8991173,1.9783363,5.3110412,2.7957454,2.751556,3.4506395,6.3451086,2.9905617,-2.934276,2.7176316,3.3667106,-2.5314219,-10.206449,-4.1877662,-2.8808553,-4.4394049,-9.4378775,-12.932448,-8.5559425,-4.5530864,-2.6150518,-3.8404946,0.90524651,2.6381901,4.6405296,3.8605185,6.4480454,4.2544371,5.7980768,2.7694994,4.4860587,-0.29197292
