FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
-2.3606011,-0.5059444,-1.3149337,0.49468825,-2.1057862,-0.14339874,0.98778369,-0.17935364,-0.11716022,1.6230843,3.528759,1.9423299,-0.57511605,2.0316168,4.1777379,4.6037166,3.4495092,2.2837763,-0.66741602,3.1788333,-1.3890509,-1.2816685,-1.2129195,-0.16427371,-2.0705828,-2.8248437,-0.57386342,-1.2226958,-2.0473253,-2.754238,-2.125647,-2.6650155
0.84076597,-2.0423838,-1.3090066,0.59219533,-1.1429469,0.24884441,1.6073604,0.6439914,-0.32828769,1.7112704,3.7401934,0.76552384,-2.7780338,0.99763509,4.5359265,5.0042881,4.1306817,1.9771692,-2.3446697,4.2439381,-2.7315589,-2.3374295,-1.5618557,-0.10304672,-2.3675922,-2.0211773,0.39980339,-1.9977923,-2.1646757,-2.438629,-0.62894427,-3.1415508
2.0975076,-0.40285629,-0.70012811,3.3267531,1.2826409,1.7795823,2.8367803,2.0109545,-0.58413731,3.2963572,4.7591365,0.42299786,-5.6908929,-0.011472404,4.5358997,4.5168001,3.2190475,-1.7792064,-6.4110093,2.2223735,-5.0803173,-4.1423743,-2.0498566,-1.2975786,-1.7762807,-0.74768043,2.1421707,-2.4012018,-1.1317904,-2.2900979,1.1554426,-3.1075558
2.1044116,0.81009612,-1.3791147,4.3082591,3.0209094,1.9493821,2.7896469,3.2624642,-0.22848275,4.4856,4.8747652,1.4076049,-6.7743189,-0.24734623,4.5463455,3.616673,2.0284104,-4.0688943,-7.9922302,0.2566798,-5.5510194,-4.1548974,-1.532897,-2.2837303,-2.0453087,0.076279199,2.1846503,-3.2048576,-0.70655365,-2.2873686,2.3282335,-1.5933847
1.5146013,-0.29923702,-1.6931263,3.1588715,2.3156745,1.5763164,2.8471817,3.4064922,0.8219315,4.8686097,5.2522879,3.1059278,-5.4519692,0.69363067,5.6909489,3.7823739,1.7050671,-2.8347831,-6.7902146,-1.0071434,-5.7071344,-3.1756463,-2.0504324,-3.0893664,-3.2955754,0.075845407,2.1117256,-4.3031374,-1.4201574,-3.0468128,1.8135042,-0.57624817
0.17190745,-0.77767704,-0.59030881,2.6011712,0.6026804,1.9266744,3.6987058,2.2719216,0.80888225,5.613547,5.6805446,3.7522621,-4.382493,0.89342872,6.0227143,3.608833,1.3068258,-2.0381528,-5.3140491,-1.1576818,-5.0328673,-2.9615427,-2.7128173,-3.1742396,-2.545375,-0.077171696,3.193482,-4.6023749,-1.5480487,-3.9182592,-0.12235184,-1.1981661
0.54828819,-0.31305823,-0.71586231,3.0713018,0.32155479,1.5148873,2.8686039,1.190367,-0.069244476,5.0081838,4.140905,2.9866671,-4.2285433,0.3925715,5.2036331,2.4789857,0.66448755,-2.2684238,-3.7783122,0.2342202,-2.4413265,-2.6857641,-1.8017389,-1.8402988,-1.3598919,-0.65096283,2.2896884,-3.7295024,-1.5593253,-3.5168906,-0.54633368,-1.4088614
0.82115673,-0.73609205,-0.94958524,2.641815,0.014590839,0.85296854,1.8546092,0.16453707,-0.78938415,3.7795733,2.3449467,2.0669202,-4.7021625,0.18937735,4.5387043,1.0528847,-0.12615554,-2.4824163,-2.0278309,1.715916,0.87189684,-1.9648172,0.25848054,0.045072202,0.17454484,-1.4858439,0.94837177,-2.0597319,-2.1082643,-3.2117613,-0.98412635,-0.70818879
0.75381516,-1.8914985,-0.37886631,1.1279938,-1.3847544,0.42871763,1.5233541,-1.025681,-0.88564224,2.2864886,1.6981091,1.1640298,-3.8984593,0.60440623,4.5680436,1.1216243,0.69580814,-1.9381532,-0.84987774,3.5501884,2.0999284,-1.6804263,0.43455886,1.732236,0.87085131,-2.1989259,-0.56969031,0.31162468,-2.50101,-2.2441614,-2.6934005,-0.83122539
0.84467774,-2.3613837,-0.5319984,-0.22188793,-2.7275685,-0.50213718,0.69182755,-2.6169149,-1.0042872,0.47625497,0.89216381,0.5960356,-2.5655023,0.45419428,5.2607276,3.1795524,3.0129353,-0.29241587,0.68864556,5.4304742,2.6565014,-1.1731482,0.051813969,3.0734272,0.0072227491,-3.1770242,-2.7089457,2.2708448,-2.9189454,-0.88757816,-4.3845479,-1.5130094
0.18882337,-2.4502366,-1.2475436,-0.73877546,-3.0246417,-1.1431311,0.35287236,-3.3051698,-0.66250748,-0.038840732,0.76656411,0.12253384,-2.3537576,0.37546709,6.3262066,5.5013138,5.1051258,1.6905607,1.3592159,5.2170915,2.0377254,-0.75505187,0.072715692,3.0219217,-1.3287188,-3.8814893,-3.724196,3.0896025,-3.4098403,-0.6421304,-4.7511315,-1.7705754
-1.5370874,-2.0802944,-2.0367849,-0.7020911,-2.5124172,-1.2808212,0.26390347,-2.0682918,0.13736774,0.28353286,1.1314725,-0.78489092,-2.0754871,-0.81922371,5.5271089,4.8507131,5.5589482,2.0204171,1.185085,4.3582779,1.555231,-0.090522378,0.75241725,2.4602164,-1.3036975,-3.4092488,-3.5869867,3.0018181,-3.294637,-1.2218404,-4.4243869,0.14220066
-2.5994015,-1.1299435,-2.3439861,-0.052284143,-1.4366898,-1.1747328,-0.012481546,-1.2265917,0.54791301,0.26428077,-0.36270768,-2.5279647,-1.7496244,-3.9628226,2.5300154,3.8855641,5.858051,2.8050344,1.7811241,5.5235854,1.7753298,0.62669745,1.0974818,2.3976798,-0.90286922,-2.4347929,-2.8469984,2.2536627,-2.9927633,-1.8190629,-3.832764,2.0620603
-2.9368575,-1.0724836,-2.1015766,0.62970097,-1.3924015,-0.91049586,0.0083628245,-1.300502,0.11675231,0.07570167,-1.0117843,-3.8329333,-2.0221936,-5.8230093,1.8943131,3.8959192,6.1893385,4.2563496,2.3249446,7.7449488,1.9796557,0.41461092,1.0020081,2.2161367,-0.17631354,-2.4590397,-1.0763681,0.89988367,-3.2629708,-3.2283427,-3.2139092,2.1725536
-3.5505046,-2.8501106,-2.4787447,-0.15725623,-2.1114327,-1.0822602,-0.0082153806,-1.1140407,-0.07672224,0.52552542,-0.44414854,-4.1532992,-2.3111098,-4.6175335,2.572322,4.0700729,6.8280436,5.6761029,2.6017348,10.719078,2.4995037,-0.061353845,1.3247384,2.2228135,0.92050516,-2.5677438,0.18875302,-0.89797303,-4.1426766,-5.2920767,-3.896819,1.6648291
-4.6795828,-4.3570045,-3.2611594,-1.4221415,-3.1613879,-1.8029222,-0.63810551,-1.3233243,0.1543122,0.46544216,-0.22629826,-3.3926758,-2.720198,-3.3574726,4.1549951,5.0139933,7.4440151,6.3770911,3.5082445,13.117474,3.9581385,0.36082997,2.2688215,2.6166416,1.3503367,-2.6151036,0.8218258,-2.4839777,-5.2329479,-7.3449669,-5.4424933,1.8496022
