FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
0.048106978,-0.55369438,0.43045583,-0.81095432,-0.82047732,0.32921613,0.44089148,0.63415196,0.73787818,0.66199561,-0.42776946,-0.53644356,0.096884435,0.46994352,1.5997967,1.0689833,-0.05264943,-0.065387282,-0.42444057,-0.20588465,-0.20605129,0.099034253,-0.28214761,0.42964989,-0.10868659,-0.88642578,-0.87716831,0.88362286,-0.40870219,0.36911931,-1.6048565,-0.027989626
-1.0629096,-2.1253192,-0.87607826,-0.9368089,-0.508306,-0.96808009,-1.8060167,-0.88768606,-0.66144757,-1.290597,-1.968107,-1.8155237,0.54145777,-0.33382533,1.1395611,-0.2330173,0.3382974,2.5786698,1.8101349,1.2606996,2.166874,1.0600828,1.9679322,1.1240409,1.6316934,0.32819101,0.02349132,-0.069439419,0.56319349,0.34642888,-0.83858797,-0.49899461
-3.6381571,-1.8866338,-1.2267958,-0.39841022,-0.94432555,-2.1682294,-2.0092257,-2.2251165,-1.0689977,-1.6750181,-2.620095,-1.8676548,1.2251125,-0.29971482,1.4592795,-0.68651735,-1.0966764,3.4997485,3.0390361,2.0790717,3.3523169,1.1491632,3.545892,1.9196979,3.153823,1.1703056,1.1378374,-0.21001915,0.9845693,-1.8508395,-0.74056191,-1.1028582
-6.4023151,-1.6274303,-1.3612068,-1.0144971,-2.3082002,-3.1319731,-1.9688312,-2.8157594,-0.36008586,-1.8115259,-3.079808,-1.0562357,3.6874489,0.71293727,2.2230576,0.26608034,-0.48408495,5.2621864,5.5582417,3.0258708,3.6762065,2.3831755,4.1146274,1.354748,3.0349536,0.6911066,1.1888477,-0.4264059,-0.077104577,-4.9084765,-2.2699364,-2.0756026
-7.0106606,-2.2705227,-1.8991593,-2.5279249,-4.3369223,-4.8045488,-2.3857907,-3.1984123,-0.21596336,-2.8204185,-2.323395,-0.5127075,6.4262389,2.2774128,2.7483425,2.9540631,3.7569371,8.7553746,8.5549884,3.8135032,2.9071839,3.3604729,3.8108109,0.3571954,2.1782415,-0.60935083,0.34162641,-1.3822223,-2.5070575,-6.7511464,-4.0743687,-2.6118105
-7.4641933,-2.2855604,-1.4753468,-3.4970082,-5.3347849,-5.4044774,-2.4882588,-3.2074593,0.74207297,-3.0786632,-2.5954339,0.14786105,7.7177507,3.709641,3.2275918,5.3078687,6.3630763,10.290357,8.9680537,2.6906637,0.89429168,3.4992685,2.7266319,-1.1055394,1.37697,-1.2540133,-0.076749093,-2.0689765,-2.6905082,-7.0041771,-4.6474497,-1.9834921
-6.6351777,-2.9618213,-0.31725404,-4.4547231,-5.5961126,-4.1438401,-2.7661524,-3.5474988,1.5422829,-2.5887383,-3.2935966,0.73482623,8.6138202,4.4429811,3.7087735,6.5256713,5.0022577,9.3920028,7.8249747,1.8242932,-0.7213201,3.3404791,1.8516712,-1.7047502,1.1403319,-1.1971722,0.55790789,-2.1083947,-1.733844,-5.3086317,-5.0456667,-2.3775704
-5.4560251,-2.158794,1.8245116,-3.0073606,-4.9909337,-0.35066663,-1.7109494,-3.0380629,1.0995319,-2.2915717,-4.3033458,0.28803676,7.5422379,3.1339058,2.0861453,5.9164768,2.5606743,5.9047834,5.2202669,-0.16917542,-2.2744488,2.089319,1.2668823,-2.0727138,1.0805262,-1.0859576,1.5092665,0.22636839,0.90154885,-2.3006302,-4.0247692,-3.4150688
-4.5673865,-0.35579293,4.7755518,-0.72621671,-3.2660153,3.4932339,0.15743623,-1.7659948,-0.2024703,-2.9535838,-5.3607416,-1.5273251,5.5326151,1.1230539,-0.30701573,4.5517792,0.85475876,2.9102427,1.8949504,-3.0334233,-4.3871935,0.1141811,0.88907873,-2.8859815,1.6353873,-0.74971879,2.368854,2.3633498,4.4994572,0.76450096,-2.4564687,-3.3830968
-3.259292,-0.17380696,5.3353238,0.36490826,-1.10354,4.2745301,-0.37555573,-0.38186301,0.1046864,-3.2735503,-6.2440499,-1.6124606,5.5845309,2.0100199,0.063954821,5.2294218,0.42353204,2.1027971,-0.54135146,-8.3422855,-7.6200435,0.046834096,0.45465747,-5.2883343,1.7164224,0.19773966,2.7796935,1.5189578,6.2261517,2.7697725,-1.0147174,-1.9730801
