FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
-4.2391499,-1.924124,-5.6314169,0.27972558,0.22666868,0.35213575,1.3133841,2.8052848,2.644737,4.2320799,2.8153168,3.5632702,0.52438634,3.210857,0.1214508,0.076342725,-0.10382923,2.0106336,1.067718,-0.057275711,1.5058764,1.9620878,-2.1811583,3.4836537,-1.4335858,-2.6072735,-3.7406101,-1.7778433,-3.4892822,-4.1076509,-0.60545632,-0.29695561
-7.6859543,-3.0150225,-6.7971663,1.8278011,2.4713901,2.2807871,5.1140229,10.008414,6.0786866,13.061525,4.8496186,8.1208537,5.1958065,5.0677724,0.95260732,-0.50656756,-2.1459682,-1.9445914,-0.89560403,-0.66818264,1.0932706,1.7112519,-5.0934916,8.9229221,-9.2027323,-6.3512761,-9.4693779,-11.683372,-5.8451896,-5.6255914,-0.46177439,0.63512041
-2.2872806,1.6133888,1.4807213,4.9356041,3.6523852,6.2844458,9.0577694,9.7031303,5.0513044,14.013743,7.5037219,8.3211442,5.7424452,4.6855859,0.8473442,-2.9362639,-7.6720145,-11.499361,-8.8720828,-4.4072087,-7.7664574,-4.1531131,-14.240562,9.3946542,-11.098481,-6.2011381,-4.0095285,-10.257268,0.44980536,0.7923159,2.2032563,-0.33201539
-2.3830432,1.9354765,-1.2343642,5.4814016,5.3456354,5.095236,7.066054,10.445182,6.2841475,12.239929,7.1919814,8.0326085,7.3939248,5.2142051,0.96199045,-4.828377,-9.9639109,-12.37259,-9.4744535,-6.8159087,-9.4301972,-2.7753197,-10.803131,2.389512,-9.6001401,-1.4144134,-0.54324797,-9.5669413,0.7114512,-0.53843219,3.4730106,2.4827207
-10.429189,-3.6485797,-15.554523,2.613598,7.1381918,-0.92672211,2.2648756,14.127866,10.555368,12.85602,6.4558323,11.11396,9.1074719,8.3848473,3.0063391,-0.83750333,-3.2781404,-1.0252925,-1.2577127,-3.9532649,-5.3239261,3.5297663,-4.38581,3.8181013,-12.6461,0.070529532,-4.7259236,-15.967428,-7.7819079,-11.141007,1.7968411,6.0434209
-11.981071,-5.7873126,-21.036336,-0.87774233,6.24058,-5.6408731,-1.6659875,11.765131,10.194377,6.8215214,8.7834113,11.419702,7.7636122,10.446726,6.7757228,6.6480653,5.3674777,8.2496797,3.0720633,1.215477,-5.4106003,4.3679562,-6.4186233,7.2317986,-12.839776,-2.2241771,-6.4389743,-14.359214,-11.279901,-15.107383,0.0064541097,4.6982201
-10.634567,-5.1067722,-17.877768,-0.81730345,3.805039,-3.8473197,0.63658097,6.4251407,7.9024086,8.7338056,8.8720284,10.008122,7.2638951,10.487825,7.7191412,9.6623241,7.4790388,8.0417904,1.6103552,1.9806985,-6.1103913,2.5639196,-11.458445,8.665555,-14.067489,-2.8133763,-5.1435786,-14.642802,-8.9121488,-12.111006,-0.84328311,2.5285819
-9.1405264,-3.8791019,-13.598908,0.4875708,2.6195295,-1.5165269,2.5168527,5.1188422,5.9399604,9.3191269,9.506127,8.353967,6.4977586,9.5010834,7.331953,8.9968238,4.8606317,2.8251879,-1.6164476,-0.22322932,-5.163263,2.1089972,-8.343656,7.7417391,-11.43732,-3.4511483,-8.7805373,-12.036558,-7.7196121,-8.3883924,-0.83688031,2.4059537
-10.434797,-4.1170142,-15.932734,0.95313271,3.5799087,-2.181047,2.7516199,8.3556586,5.9285761,10.674062,10.077341,9.0488676,6.6031033,9.3575499,7.8601559,11.916804,5.1976254,1.1210068,-1.9184282,0.49794197,-4.4554959,1.1813343,-7.9597958,11.722716,-13.359198,-4.4927446,-10.644514,-14.964165,-9.0942008,-9.6665434,-0.19399152,2.5872608
-9.7778628,-4.2975651,-14.271627,0.62113464,2.8571833,-2.6373646,0.60062947,7.1109899,5.4465895,7.774902,8.4242393,8.4071466,6.1550096,8.2563287,7.9744087,13.720968,7.4731918,3.8581931,0.1631657,2.5824361,-3.0197029,1.1766677,-7.9103228,8.0098429,-13.988292,-4.0714751,-8.0493081,-16.37418,-7.8154528,-9.3756712,-0.30323612,1.2790268
-6.6488863,-2.8114843,-7.971981,0.78367121,1.6101032,-1.4073919,-0.54290636,1.9328791,5.0855038,3.2630973,7.6366398,7.4291615,5.2697765,7.2435521,6.6225152,10.590717,7.318083,4.1236538,0.56279135,-0.24007248,-5.0292007,1.327193,-7.4792449,0.85670378,-11.397634,-1.8632806,-4.519742,-12.506862,-4.7497233,-6.603082,1.0891578,1.0262913
-7.5495595,-2.4232437,-11.771017,3.2504819,4.5649694,-0.55680157,0.3806433,7.1262829,6.8024515,6.7936917,5.9304226,7.9293132,4.1443258,6.1817286,3.0333329,6.0612024,3.9713307,1.5919383,-0.54676188,-4.9063407,-5.7845403,1.4513377,-2.2238581,-1.9083994,-10.371436,1.53542,-2.1281975,-12.38584,-5.3168129,-8.3943148,2.3822333,3.1360182
-8.5832442,-2.3990995,-14.662279,4.6639605,6.8643178,-0.49415455,-0.6515782,10.227046,7.6833747,5.6738892,5.9930657,8.6493597,3.8551045,7.5556365,2.5164703,6.8268749,3.5029153,1.2347243,-1.1188746,-5.3576818,-5.0480509,0.74367744,-3.4539597,-0.46215368,-7.8859769,-0.48808031,-4.3940621,-8.8552273,-6.985383,-10.325142,1.5786645,3.5958614
-9.3054951,-3.029624,-12.483078,5.3124061,7.7059978,0.67884616,-0.91026193,11.335983,8.7900254,5.7649742,5.6756494,9.3828821,4.5583179,8.7223007,2.4204375,7.1770424,4.8816754,2.2850042,-0.33424485,-3.7437133,-3.9599778,2.1748246,-3.755753,-2.9564881,-9.4681436,-2.9659009,-7.951583,-11.252218,-7.5494779,-10.2666,0.1297903,2.9363913
-12.253709,-4.4130683,-15.260511,5.8473859,8.1759379,2.3398188,1.8581926,12.622701,10.532151,11.235354,8.12422,11.778597,6.1058809,11.218781,3.4620679,6.7297667,6.1461006,3.42384,1.1570022,-2.866317,-2.6260792,3.1384469,-7.0346384,-4.8303221,-11.862713,-5.7305814,-11.997954,-14.267272,-9.8433359,-12.598631,-0.13717278,1.8260473
-12.51933,-4.2508277,-16.177365,6.1099485,8.4233191,2.0123005,2.6154369,11.638978,9.9230695,14.275146,6.7862696,11.494842,4.1462534,10.532952,2.8627214,4.9775503,4.0493361,3.106295,1.3236208,-4.0078367,-2.052802,3.4423693,-4.5354244,-0.50935927,-13.97273,-3.1986941,-9.4181569,-17.895999,-9.7003396,-12.966932,1.1381338,2.3472428
