FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
1.7443986,1.1821218,1.5825914,1.3769364,-0.28815124,0.36106383,0.96022648,-1.3793505,-1.023087,-1.1648439,-0.36372111,-1.4471466,-1.9270731,-1.7728455,-1.3901602,-1.9449629,-1.5719366,-0.90402353,-1.0820428,0.089734988,0.96613282,-0.88645817,0.29963843,1.4773245,1.6707791,-0.076968314,0.61149809,2.4555368,1.3570973,1.1950501,0.19180084,-0.2991618
3.4775302,2.9648395,2.0791332,3.7445917,1.5431023,0.47024672,2.2886373,-1.3730261,-0.80435062,-1.4761144,-0.32888529,-1.802642,-3.1471212,-3.9323775,-2.8456718,-4.5279065,-5.3343424,-2.8758815,-2.8560615,-2.2487791,-0.032434872,-0.91519283,0.28048963,0.43275832,2.2714031,0.58705289,1.9884258,4.911558,2.7019209,2.5349608,1.8570724,0.36705833
3.3555959,3.1533797,0.80901035,4.6952832,2.0715541,-0.43033881,1.051918,-1.2490744,-0.89533105,-2.8481386,-2.3503521,-2.8665183,-3.5555822,-6.8263643,-4.0726259,-6.6416252,-7.3629719,-3.7561024,-2.1807468,-1.0835105,3.2985296,-0.2229847,2.2326442,4.5735178,4.5171218,0.81414913,2.1238048,5.6556677,2.8225505,2.6657733,1.7712453,0.73051748
3.8459026,3.5983922,0.47972633,4.7006587,2.0603159,-0.63512499,-0.26149274,-2.1356765,-1.8111968,-4.2906704,-3.5855234,-4.0697708,-4.530589,-8.1913239,-4.0122084,-8.1927502,-9.1853894,-4.6479611,-2.4639397,-0.79608232,5.319336,-0.038029863,3.6183605,7.5537397,6.6081953,1.0974111,3.1115328,7.2396483,3.5047461,3.3832076,1.9827953,0.74375717
4.0008159,3.5665677,0.98528914,4.3842197,1.1451908,-0.53978861,0.023470882,-2.9842641,-3.2307851,-4.1397036,-2.9807749,-4.4730354,-5.9306136,-8.1058072,-3.8613196,-7.8527817,-8.1412473,-4.5060225,-2.2881456,0.51658799,5.8773097,-0.49883559,3.5353998,8.5229514,6.7376099,0.84199204,3.4057131,7.001742,3.6014013,3.7006987,2.011204,-0.32504456
2.4761421,2.1524167,0.73953263,4.1153611,0.33550599,-0.39508331,-0.31552699,-3.0136656,-3.0319105,-3.5162821,-1.6873535,-3.7900766,-5.6820089,-6.678799,-2.4217125,-4.3180033,-3.4909259,-2.7379069,-0.9360052,2.0251706,4.030552,-0.68232374,2.1711558,6.0601124,4.3764971,0.33335087,2.5844994,4.4472665,2.7125863,2.9888346,1.9333854,-0.78479091
2.6167715,2.6567413,1.0036432,3.5674125,0.33499537,0.010680967,-2.312491,-3.0479962,-2.9411499,-4.6061562,-3.5820373,-4.3481712,-4.9991506,-6.7428094,-2.2820011,-4.8668608,-3.3760274,-2.7278902,-0.81059614,2.3185686,4.9818076,-1.2111619,2.5047122,7.8617915,5.2035876,0.39185535,2.3413242,5.3957707,2.6297015,3.0021977,1.8208222,-0.78788621
4.8538389,3.6439962,3.7018442,4.7722341,0.29333845,1.5723282,2.0039831,-2.9289579,-3.2580818,-4.1175207,-3.5733867,-5.2723069,-6.1319307,-8.3546013,-4.8059422,-8.5209647,-10.541631,-5.4891026,-4.0854929,-0.19782784,6.3531357,-2.2165813,3.2819712,10.725217,8.0704661,0.30778676,2.6715391,8.1847132,3.7813515,4.5449415,1.7137681,-0.98212341
3.7246186,1.9809174,3.5999516,5.1049604,0.1686038,1.869859,4.5497801,-1.8370078,-2.4687918,-2.5829549,-1.8178564,-4.5045127,-5.6424792,-7.6127369,-4.2195385,-6.630435,-10.665021,-5.5509706,-4.5635124,-0.59432751,5.8658857,-2.6397854,2.6970851,10.271323,7.3649207,-0.33328782,1.2825564,6.6431078,2.6614451,4.1005412,0.62473886,-0.84707681
2.3333498,1.4025504,2.5658343,5.4289965,2.0219165,2.5845896,2.740228,-0.43154918,-0.025984831,-1.4086455,0.01802391,-1.8154594,-3.3263933,-4.0187703,-0.15277922,-3.5323395,-7.6945179,-4.6865707,-4.8320909,-3.9081692,-0.040106184,-2.347536,0.23507869,2.753188,3.2313608,-0.012929556,0.66914178,5.4627053,1.4939582,3.2666378,1.2339716,0.79230809
2.9932193,2.6591894,2.5039206,4.9816651,2.9316177,2.2476066,1.9707633,-0.47847953,-0.16295955,-1.8035268,-0.85525588,-2.2589894,-3.9926061,-5.2508702,-1.5679674,-5.06979,-8.1620607,-5.3189429,-4.993308,-4.1979429,-0.24896414,-2.2362523,0.51658987,2.139855,3.5558065,1.1781278,2.3140099,6.2241598,2.7715255,3.7108387,2.5863241,1.312693
4.3222629,4.2440316,2.5540889,5.8523124,3.9962586,2.5734359,2.9907361,0.097279627,-1.2244156,-1.6590873,-1.1516574,-3.3990436,-5.6423975,-6.8209836,-2.9415378,-8.0715291,-13.231052,-7.9832218,-7.0087871,-6.1006824,0.46019918,-2.1997822,1.8300907,3.1702473,5.554428,2.587468,4.8297013,5.6846907,5.6325702,4.7067122,4.6378669,1.709797
5.0485353,4.9927009,4.1782453,6.3648626,4.1491791,3.7760113,4.8021482,0.58990096,-1.4331669,-0.31297426,-0.19444892,-3.0530854,-6.7338876,-6.7375352,-4.2922719,-8.4422289,-14.463853,-8.9839222,-8.5399889,-7.3975169,-0.86634115,-3.1162293,1.2246674,1.794388,5.2435472,3.2685367,5.4774878,4.5235436,6.7708443,5.0364359,5.6226489,1.7037707
6.4702737,6.4032393,6.9202022,7.8321556,4.450171,5.6508176,6.0415222,0.90183468,-1.325509,0.63666947,-0.22438028,-2.3612893,-6.924324,-6.1926718,-5.9922532,-9.264132,-15.444222,-9.5562584,-10.017472,-8.999504,-2.6027684,-4.4084479,-0.019371523,0.60922534,4.4480037,3.4094598,4.8742017,5.0191915,6.6847299,5.4370437,6.2131872,1.3306822
5.6044114,5.2622047,5.5285069,7.3996901,4.0496881,4.1972591,5.360567,0.13882271,-0.88730316,0.18741583,0.082895754,-1.9191784,-5.8535883,-4.847004,-5.3255667,-7.4741098,-12.907959,-7.8378321,-8.5217652,-7.8871819,-2.3341263,-3.667432,-0.11593619,0.058565995,3.5365945,2.9165582,4.1084922,4.2249858,5.2610965,4.6550866,5.4421084,1.564035
3.6430087,3.4074405,2.7542753,7.0092977,3.9103558,2.6193483,3.1745318,0.34514779,1.1579338,0.26772601,1.0051887,0.35102661,-3.0236007,-1.9330002,-2.1921072,-4.8352238,-10.409087,-5.6692025,-6.7165625,-8.3976515,-3.327989,-1.7102531,-0.21010566,-2.5478985,1.5386691,2.4150049,2.6245956,1.9195216,3.0968118,2.7981939,4.2535456,2.6810597
3.5981986,3.8045781,1.8023472,6.4969655,2.3067043,2.1452407,-2.8526486,-0.66417538,1.0865654,-2.0840848,-1.4527254,0.16344799,-1.4752623,-0.34935118,0.29071606,-3.1762119,-8.5214015,-3.8395442,-5.2396469,-7.7766738,-1.2848294,-0.74466184,1.1688047,-0.18638878,2.5685043,2.1020037,1.3759969,1.7563339,2.2736837,1.432153,2.6314088,2.6439669
4.4912106,3.2008231,3.6367867,5.0941344,-0.31609425,1.8261652,-0.58430035,-2.9748014,-1.5919388,-3.541748,-1.5321535,-2.6431576,-3.3614139,-2.3125448,-0.25730029,-3.4995312,-6.697106,-3.035504,-4.5207116,-3.623352,1.8647545,-2.0766991,1.3219686,4.2527428,4.7590463,0.28306949,0.5901797,6.1672258,2.2362681,2.6420211,-0.038083278,0.24005078
